filepath,song_id,track_id,artist_name,title,release,text_blob,weak_label,audio_vec
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACCG128F92E8A55.h5,SOZCTXZ12AB0182364,,Elena,Setanta matins,Un cafe_ setanta matins,Elena Setanta matins Un cafe_ setanta matins,Elena,"[ 2.6958322e+02  1.1187400e+02 -8.0500002e+00  2.0000000e+00
  1.0000000e+00  4.0000000e+00  4.4592327e+01 -4.8127026e+01
  3.8702209e+01  1.5943458e+01 -3.3046024e+01  3.8973587e+00
 -2.4887901e+01 -1.4902048e+01  6.4495554e+00 -2.9981701e+00
  3.6295307e+00 -1.1233966e+00  8.5223265e+00  5.2805603e+01
  5.5479042e+01  4.9950397e+01  3.5970375e+01  3.3928432e+01
  2.3531277e+01  2.6050665e+01  1.8885109e+01  1.9329485e+01
  1.7136974e+01  1.6218533e+01  2.7499834e-01  3.2082644e-01
  4.5327935e-01  1.5581983e-01  3.0685619e-01  1.5601157e-01
  3.5474876e-01  3.6321819e-01  1.9746447e-01  3.5116363e-01
  1.4669421e-01  2.2054215e-01  3.0752674e-01  2.7953994e-01
  3.4655374e-01  1.8226184e-01  3.1278750e-01  1.8542495e-01
  3.2899851e-01  3.5889953e-01  2.1710952e-01  3.3194533e-01
  1.4884923e-01  2.7701288e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACER128F4290F96.h5,SOBBUGU12A8C13E95D,,The Dillinger Escape Plan,Setting Fire to Sleeping Giants,Miss Machine,The Dillinger Escape Plan Setting Fire to Sleeping Giants Miss Machine,The Dillinger Escape Plan,"[ 2.0777751e+02  1.6686200e+02 -4.2639999e+00  7.0000000e+00
  1.0000000e+00  4.0000000e+00  5.0898350e+01  1.7609306e+01
  3.2171989e+01 -1.4255842e+00 -2.5238850e+01 -1.3982790e+01
 -6.7895688e-02  8.0294573e-01 -3.5793617e+00  7.2731018e-01
 -7.4548960e-01 -3.3147733e+00  4.6793628e+00  3.5654942e+01
  3.4271648e+01  2.9587008e+01  2.2762201e+01  2.4568230e+01
  2.0284014e+01  1.8747234e+01  1.5078528e+01  1.4725090e+01
  1.2866397e+01  1.2961100e+01  6.1295408e-01  5.3565091e-01
  3.9802921e-01  3.9862171e-01  5.3338802e-01  4.4731292e-01
  4.0163839e-01  4.2046314e-01  4.8355356e-01  5.5187345e-01
  4.4688317e-01  5.0331295e-01  2.8851917e-01  2.7069232e-01
  2.4222378e-01  2.2955918e-01  3.1364462e-01  2.6735455e-01
  2.3516871e-01  2.5054443e-01  2.7622935e-01  3.0906925e-01
  2.4500757e-01  3.3524093e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACFV128F935E50B.h5,SOBLGCN12AB0183212,,SUE THOMPSON,James (Hold The Ladder Steady),Sue Thompson - Her Very Best,SUE THOMPSON James (Hold The Ladder Steady) Sue Thompson - Her Very Best,SUE THOMPSON,"[124.86485    137.522      -12.332       10.           1.
   4.          40.913723    41.168777    -7.810886     1.3308018
  15.888275     5.7825103    9.811364   -13.426825     7.039045
  -3.8880205   -9.424267    -1.7407626    5.106784    52.863537
  53.55997     40.6843      26.9522      33.919224    30.617722
  30.428255    20.411543    27.179056    18.942003    19.857296
   0.4187869    0.33479252   0.40106168   0.36526915   0.26598132
   0.5044729    0.27487662   0.22669719   0.20552523   0.29680747
   0.38445047   0.45143738   0.30416733   0.23181334   0.2820905
   0.30517006   0.18459485   0.37364614   0.20681642   0.21466912
   0.17954342   0.23566127   0.30807728   0.3562652 ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACHN128F1489601.h5,SOPSWQW12A6D4F8781,,Five Bolt Main,Made Like This (Live),Live,Five Bolt Main Made Like This (Live) Live,Five Bolt Main,"[225.0967     164.672       -5.908        7.           1.
   1.          50.04975     46.062584    54.04541     -1.4937375
 -29.369219   -13.813466    -1.1256219    6.035244    -7.262714
   1.3643      -2.1769688    3.9919906    5.072919    48.47362
  36.671417    26.647966    32.89274     21.180803    19.457758
  23.17806     20.303696    16.29823     10.566461    11.870962
   0.5755719    0.5435719    0.46480313   0.49171564   0.44883594
   0.46087813   0.5005281    0.51420784   0.4122125    0.44349375
   0.44747812   0.44508907   0.28994244   0.26635256   0.2462105
   0.2964245    0.2373818    0.26641327   0.2846232    0.2749091
   0.22981995   0.26405308   0.25840953   0.23732765]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACIW12903CC0F6D.h5,SOZQDIU12A58A7BCF6,,Clp,Superconfidential,Strictly Confidential,Clp Superconfidential Strictly Confidential,Clp,"[ 3.3831137e+02  1.2500600e+02 -6.4860001e+00  6.0000000e+00
  0.0000000e+00  4.0000000e+00  4.5716129e+01  5.2201534e+01
 -3.4029766e+01  3.2848450e+01 -6.8423524e+00 -1.9320742e+01
  1.6564217e+01  1.0782941e+01 -1.0498666e+01  4.3035684e+00
  7.2884912e+00  2.3284771e+00  3.4621336e+00  5.5963192e+01
  3.9940285e+01  4.6134033e+01  2.4164288e+01  3.4189598e+01
  2.5089397e+01  2.2258848e+01  2.0316721e+01  1.9203018e+01
  1.8661425e+01  1.4021723e+01  4.7847107e-01  4.5370084e-01
  2.7556032e-01  2.9940385e-01  2.5348154e-01  2.5985840e-01
  4.0278897e-01  3.4522700e-01  4.7766888e-01  3.5020277e-01
  3.9363691e-01  4.0039062e-01  3.2549003e-01  3.2437286e-01
  2.5002810e-01  2.8417549e-01  2.2423799e-01  2.1536404e-01
  3.2681465e-01  2.9564613e-01  3.7791505e-01  3.2293087e-01
  3.4244785e-01  4.0790203e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACLV128F427E123.h5,SONYPOM12A8C13B2D7,,Tim Wilson,I Think My Wife Is Running Around On Me (Taco Hell),The Real Twang Thang,Tim Wilson I Think My Wife Is Running Around On Me (Taco Hell) The Real Twang Thang,Tim Wilson,"[ 1.86487717e+02  9.00220032e+01 -4.51599979e+00  5.00000000e+00
  1.00000000e+00  1.00000000e+00  5.04007568e+01  1.14218369e+01
  2.76086845e+01 -6.05021763e+00 -9.01425552e+00 -4.74320984e+00
 -1.61941109e+01 -3.73719037e-01  1.45303001e+01 -3.16389740e-01
 -1.69065404e+00  1.31717415e+01  6.29391432e+00  3.32275124e+01
  2.75198250e+01  3.03330040e+01  2.24168358e+01  2.40148125e+01
  1.92119598e+01  1.92439709e+01  2.09174385e+01  1.58421545e+01
  1.40621042e+01  1.50199175e+01  7.74151087e-01  3.92681271e-01
  3.30986410e-01  1.93596676e-01  2.45873109e-01  4.76460725e-01
  2.23104224e-01  3.75435054e-01  2.08732635e-01  3.07347447e-01
  3.40891242e-01  3.26981872e-01  2.80800521e-01  2.59816051e-01
  2.79001117e-01  1.59112811e-01  1.83526039e-01  3.08263302e-01
  1.56381711e-01  2.68263072e-01  1.63027257e-01  2.54228830e-01
  2.78403491e-01  2.11659655e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACNS128F14A2DF5.h5,SOBZBAZ12A6D4F8742,,Willie Bobo,Spanish Grease,Willie Bobo's Finest Hour,Willie Bobo Spanish Grease Willie Bobo's Finest Hour,Willie Bobo,"[168.25424    127.025       -9.616        8.           1.
   4.          42.87679     13.8292265   -5.3793387   -0.8236033
  51.45402      2.685625    -3.3475997   11.133826   -16.295073
  -1.5697265   -5.3032646   -7.4831395    4.7112355   31.230331
  49.99735     43.96913     22.844694    35.46093     21.98671
  18.599775    17.849201    21.44007     16.08836     13.698431
   0.31885868   0.3499529    0.4851069    0.28602356   0.19460689
   0.20622645   0.26357245   0.45598912   0.33999094   0.31856158
   0.3894511    0.27143842   0.24604705   0.23707032   0.3501253
   0.2528736    0.2125395    0.20623624   0.2080995    0.36986247
   0.3091189    0.25070244   0.35386252   0.264848  ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACOW128F933E35F.h5,SOVYKGO12AB0187199,,Faye Adams,Crazy Mixed Up World,Shake A Hand,Faye Adams Crazy Mixed Up World Shake A Hand,Faye Adams,"[156.39465     95.957      -18.051        8.           1.
   3.          35.624615   -93.52081     69.42156      4.164908
 -56.55455     11.629288     4.927053     5.6071754   14.471991
   2.7334862   -2.5924907   11.72659      4.6885023   56.322895
  60.206844    51.702156    36.35567     37.31012     33.095646
  21.557407    31.413147    17.799576    22.465136    22.954058
   0.25949538   0.3124908    0.33630875   0.52251613   0.28468433
   0.28775805   0.3688871    0.4083917    0.37982258   0.3823341
   0.43212903   0.17241244   0.23283583   0.27011737   0.2421541
   0.3542609    0.25586465   0.25633386   0.31305856   0.30018932
   0.3262278    0.28135985   0.32762727   0.18406749]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACPE128F421C1B9.h5,SOGNCJP12A58A80271,,Terry Callier,Do You Finally Need A Friend,Occasional Rain,Terry Callier Do You Finally Need A Friend Occasional Rain,Terry Callier,"[ 3.4256934e+02  1.1018900e+02 -1.1939000e+01  6.0000000e+00
  1.0000000e+00  3.0000000e+00  3.9659672e+01 -4.1013531e+01
  1.2142092e+01 -1.8208864e+01  1.7030699e+01 -1.1884367e+01
 -1.8576122e+01  8.8697881e-01  7.2698774e+00  7.2029990e-01
 -1.9815351e+00 -3.3194525e+00  7.9579420e+00  4.9820381e+01
  5.4457157e+01  3.5929478e+01  3.9762619e+01  2.5670050e+01
  3.1014305e+01  2.1538670e+01  2.7099432e+01  1.9458990e+01
  1.5195593e+01  2.5821411e+01  2.7389187e-01  3.6734003e-01
  1.5824191e-01  2.3939019e-01  1.5794091e-01  2.9246154e-01
  2.6732665e-01  1.5061538e-01  2.9077592e-01  2.0269789e-01
  4.4350055e-01  4.0318730e-01  2.6076418e-01  3.4053078e-01
  1.9188982e-01  2.6113239e-01  2.0020494e-01  2.9697254e-01
  3.0496365e-01  1.8407823e-01  3.0952159e-01  2.0457385e-01
  3.7522349e-01  3.7224722e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACQT128F9331780.h5,SOLLHMX12AB01846DC,,John Wesley,The Emperor Falls,The Emperor Falls,John Wesley The Emperor Falls The Emperor Falls,John Wesley,"[ 4.8462323e+02  1.3800700e+02 -1.5335000e+01  4.0000000e+00
  0.0000000e+00  4.0000000e+00  3.7050575e+01  2.9721552e+01
  7.2031794e+00 -2.5504620e+00 -5.3391388e+01 -1.8705589e+01
  3.1203840e+00 -3.2765412e+00  8.4701204e+00  2.1599674e+00
  3.2413859e+00  4.7905312e+00  9.3518257e+00  4.3752995e+01
  3.2942238e+01  3.1525898e+01  3.3142590e+01  1.7348463e+01
  1.8001566e+01  2.1525774e+01  1.7616474e+01  1.5717902e+01
  1.2259068e+01  1.4771857e+01  5.8867794e-01  5.2503836e-01
  4.3412653e-01  3.0885816e-01  4.7198978e-01  2.8326517e-01
  3.0118403e-01  3.6897826e-01  2.5913611e-01  3.1258595e-01
  2.4434824e-01  5.1724923e-01  3.2069334e-01  3.0708680e-01
  3.0229756e-01  2.0895520e-01  3.3090800e-01  2.2026959e-01
  2.3104581e-01  2.9692110e-01  2.1076350e-01  2.8680903e-01
  2.1779989e-01  2.9401362e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACSL128F93462F4.h5,SOYTPEP12AB0180E7B,,The Shangri-Las,Twist and Shout,Best of The Shangri-Las,The Shangri-Las Twist and Shout Best of The Shangri-Las,The Shangri-Las,"[ 1.64806076e+02  1.30100006e+02 -1.09219999e+01  1.00000000e+01
  1.00000000e+00  1.00000000e+00  4.47638741e+01 -1.74543190e+01
  6.87377243e+01 -1.61186028e+00 -2.82691727e+01  7.17115164e+00
 -3.97163734e+01 -5.46711779e+00  3.47858763e+00 -1.38907881e+01
  4.40708923e+00  4.14846277e+00  2.65192318e+00  3.66153412e+01
  3.13305435e+01  3.08729248e+01  2.17574463e+01  1.87389164e+01
  2.44328289e+01  1.51382952e+01  1.46993685e+01  1.52442102e+01
  1.35798740e+01  1.77168446e+01  6.28000021e-01  4.55698639e-01
  3.51299673e-01  3.72345120e-01  2.71282822e-01  4.18789566e-01
  3.91292930e-01  4.96047139e-01  4.80063975e-01  4.60104376e-01
  5.53210437e-01  5.50030291e-01  3.02692384e-01  2.38225281e-01
  1.84052989e-01  2.59451210e-01  1.55187100e-01  2.58252025e-01
  2.05211043e-01  2.61215746e-01  2.38711849e-01  2.60294408e-01
  2.83064932e-01  2.74599284e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACTB12903CAAF15.h5,SOGXHEG12AB018653E,,Billie Jo Spears,It Makes No Difference Now,20 Of Her Best,Billie Jo Spears It Makes No Difference Now 20 Of Her Best,Billie Jo Spears,"[133.32854    160.839       -9.983        4.           1.
   1.          43.485615    37.0523      86.39378     15.441724
 -10.805209     8.037788     8.531613     8.177645    -1.7484308
  -1.3989532   -3.6573558    7.4751687    3.5728292   35.922684
  36.99983     41.286713    28.228802    28.845343    24.419851
  19.494652    18.650826    15.989254    18.324354    17.941196
   0.4070813    0.41912195   0.29507926   0.32566056   0.4193069
   0.26695326   0.293937     0.2608638    0.35629877   0.3380691
   0.2909634    0.44716462   0.28650108   0.30516225   0.26573
   0.26311982   0.33181748   0.25202295   0.2635418    0.26317203
   0.29625326   0.30394647   0.26084074   0.32323658]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACVS128E078BE39.h5,SOOLYAZ12A6701F4A6,,Mike Jones (Featuring CJ_ Mello & Lil' Bran),Laws Patrolling (Album Version),Who Is Mike Jones?,Mike Jones (Featuring CJ_ Mello & Lil' Bran) Laws Patrolling (Album Version) Who Is Mike Jones?,Mike Jones (Featuring CJ_ Mello & Lil' Bran),"[173.66159     41.993       -7.762        7.           1.
   1.          45.7984      15.559581    22.603004    -2.8511155
  55.514774    -2.9091628   -1.3377949  -12.905208     8.746691
   5.113785    -9.121749   -20.991386     6.1119285   34.26083
  50.047947    38.4938      40.630726    27.52985     39.382782
  22.121395    26.964243    22.112513    20.369772    23.264761
   0.37822822   0.4553923    0.35843974   0.28088975   0.41018847
   0.36542565   0.48347437   0.42061025   0.26068205   0.2789
   0.23892307   0.41971666   0.3055476    0.3426806    0.31300014
   0.289439     0.33442974   0.33486703   0.35809878   0.34743786
   0.26216945   0.26861545   0.2681601    0.3674925 ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\C\TRAACZK128F4243829.h5,SOGOSOV12AF72A285E,,Sierra Maestra,¿Dónde va Chichi?,Tibiri Tabara,Sierra Maestra ¿Dónde va Chichi? Tibiri Tabara,Sierra Maestra,"[ 3.13129333e+02  1.89645996e+02 -9.51200008e+00  9.00000000e+00
  1.00000000e+00  3.00000000e+00  4.54718094e+01  1.83457985e+01
  2.76341858e+01  7.89168406e+00  4.69480801e+00 -1.06306458e+01
  1.25298405e+01  6.77170181e+00  6.94456387e+00  3.98912930e+00
  1.89508164e+00  1.02798042e+01  2.82967424e+00  3.31919708e+01
  3.34207191e+01  3.11992569e+01  2.42902584e+01  2.66137180e+01
  2.51912575e+01  1.49743891e+01  1.71060963e+01  1.46111555e+01
  1.46322193e+01  1.50965633e+01  4.73078966e-01  4.89485353e-01
  3.77524167e-01  3.10874730e-01  4.63194013e-01  2.35166103e-01
  2.34501019e-01  1.92652822e-01  3.53577256e-01  4.79512602e-01
  3.88550043e-01  3.52260709e-01  2.93584347e-01  3.30050647e-01
  3.08168858e-01  2.51479745e-01  3.44238728e-01  2.01635361e-01
  2.08834350e-01  1.66138187e-01  2.71259338e-01  3.32497478e-01
  2.53505200e-01  2.87225544e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\D\TRAADDS128F425C68B.h5,SOJXVAH12A8C139700,,Butthole Surfers,"Barking Dogs (From ""Piouhgd"")",Piouhgd + Widowermaker!,"Butthole Surfers Barking Dogs (From ""Piouhgd"") Piouhgd + Widowermaker!",Butthole Surfers,"[ 4.5084689e+02  1.3058600e+02 -9.0629997e+00  4.0000000e+00
  0.0000000e+00  4.0000000e+00  4.6440491e+01  2.7107954e+01
  6.0134712e+01  1.6688721e+00 -1.1801295e+01 -2.2296003e+01
  5.7947116e+00  5.4523964e+00  5.3598990e+00  8.3313704e+00
 -6.4892274e-01  6.1403193e+00  6.1017361e+00  3.3456024e+01
  2.7594202e+01  1.9894104e+01  1.6768293e+01  1.3393201e+01
  1.4143719e+01  1.3040972e+01  1.3515899e+01  1.0797184e+01
  8.0738859e+00  1.3082713e+01  5.7733560e-01  5.2687329e-01
  4.2714956e-01  5.1461184e-01  7.9135662e-01  4.5320889e-01
  2.6519158e-01  2.4264030e-01  2.9899999e-01  3.8691348e-01
  3.5516194e-01  3.4528616e-01  2.7070850e-01  2.7624711e-01
  2.6185125e-01  1.9370553e-01  2.8840691e-01  2.2238176e-01
  1.4956388e-01  1.6118288e-01  1.9161913e-01  2.4182604e-01
  2.2857951e-01  1.9230926e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\D\TRAADED128F42741FD.h5,SOVXMTN12A8C135A18,,Despina Vandi,OUTE ENA EFHARISTO,Profities,Despina Vandi OUTE ENA EFHARISTO Profities,Despina Vandi,"[ 3.0309833e+02  1.2829201e+02 -8.8789997e+00  8.0000000e+00
  0.0000000e+00  4.0000000e+00  4.2405231e+01 -3.3017803e+01
  4.7920933e+01  1.1938664e+01  7.4920716e+00  4.5712876e+00
 -7.0764928e+00  2.8380628e+00  2.1334929e+00 -3.3361397e+00
 -3.7092075e+00  1.1783314e+00  8.5914164e+00  5.4064545e+01
  4.5605717e+01  4.5746628e+01  4.1641823e+01  3.1695095e+01
  2.8640305e+01  2.2338017e+01  2.3181349e+01  1.7859556e+01
  1.7429216e+01  2.0038895e+01  2.9679939e-01  4.0472555e-01
  2.9508182e-01  3.9743313e-01  3.2493114e-01  2.1057485e-01
  2.4085829e-01  2.5584233e-01  4.6030939e-01  3.0612376e-01
  3.7498903e-01  3.2357585e-01  2.9966307e-01  3.6774299e-01
  2.7417651e-01  2.9796469e-01  2.8345186e-01  2.0749763e-01
  2.4716285e-01  2.4763179e-01  3.5807809e-01  2.9863560e-01
  3.0996203e-01  2.8157595e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\D\TRAADEV128F9348C0A.h5,SORSECL12AB0182267,,Javier Navarrete,Midnight Swim,Cracks,Javier Navarrete Midnight Swim Cracks,Javier Navarrete,"[ 1.28835464e+02  9.09319992e+01 -1.76989994e+01  3.00000000e+00
  1.00000000e+00  3.00000000e+00  3.47432709e+01 -6.83988190e+01
  4.13194809e+01 -1.35514688e+01 -3.47505989e+01 -1.75482311e+01
 -3.38207664e+01  2.36568779e-01  3.90617108e+00  2.98390698e+00
  6.80407810e+00  1.07252083e+01  6.08474398e+00  5.75153275e+01
  3.47297745e+01  2.77012138e+01  3.04872952e+01  1.35499296e+01
  3.31229782e+01  1.59430628e+01  2.11231441e+01  1.23293133e+01
  9.14740181e+00  1.80914116e+01  4.01323408e-01  1.10245354e-01
  1.27066910e-01  6.46122694e-01  1.03130110e-01  1.56684011e-01
  1.06542751e-01  3.74275088e-01  1.11591078e-01  1.14029743e-01
  4.79360580e-01  1.29460961e-01  3.24005276e-01  8.67244899e-02
  1.24389343e-01  3.51519853e-01  8.95140618e-02  1.94906116e-01
  1.13343552e-01  3.28782439e-01  1.50541142e-01  1.28934637e-01
  4.00598109e-01  1.51801661e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\D\TRAADHS12903CE70A9.h5,SOOGFBZ12AC3DF7FF2,,Jacob Young,In A Subtle Way,Pieces Of Time,Jacob Young In A Subtle Way Pieces Of Time,Jacob Young,"[ 4.56306488e+02  8.96669998e+01 -1.94780006e+01  1.00000000e+00
  1.00000000e+00  4.00000000e+00  3.01179600e+01 -7.19601364e+01
 -5.48681221e+01  4.28214931e+00  9.03705597e+00 -7.99636698e+00
 -1.21558142e+01 -1.39385395e+01  6.70158529e+00  3.04184747e+00
  5.43809354e-01  6.13150835e+00  6.47191381e+00  6.46586685e+01
  6.01193428e+01  4.66576614e+01  3.05835819e+01  3.40174942e+01
  2.99013042e+01  2.60926418e+01  1.94589825e+01  2.00419998e+01
  1.94119129e+01  1.72890167e+01  2.43644789e-01  5.20439684e-01
  3.09645265e-01  2.35115826e-01  1.98461384e-01  3.42928559e-01
  4.82327700e-01  3.35634172e-01  3.02282333e-01  2.52458483e-01
  2.48501927e-01  1.51752412e-01  2.42168456e-01  3.44610184e-01
  2.87569195e-01  2.49015704e-01  2.31742263e-01  2.97727615e-01
  3.47837716e-01  2.86431760e-01  2.92469800e-01  2.56554604e-01
  2.72740483e-01  2.12900579e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\D\TRAADIV12903CB15C1.h5,SOMSBGZ12AB018C4CB,,Scarlet's Remains,Spin,The Palest Grey,Scarlet's Remains Spin The Palest Grey,Scarlet's Remains,"[ 1.9873914e+02  1.1506100e+02 -7.4689999e+00  7.0000000e+00
  1.0000000e+00  4.0000000e+00  4.8990372e+01 -7.9657364e+00
  2.0208328e+01 -1.3481392e+01 -3.7682388e+01 -2.1875853e+01
  5.0484114e+00  5.3688753e-01  5.6277733e+00 -1.7110193e+00
 -1.7149719e+00 -4.7295570e+00  5.5669994e+00  5.3740997e+01
  2.8048559e+01  1.6933764e+01  2.4350319e+01  1.6391691e+01
  1.5844553e+01  1.3736088e+01  1.4388304e+01  1.1959045e+01
  1.0138034e+01  1.3718508e+01  5.2090508e-01  4.8981723e-01
  4.0137610e-01  3.1520563e-01  4.1095605e-01  3.2951319e-01
  3.9127064e-01  5.3868896e-01  4.4334447e-01  5.6810194e-01
  4.0240246e-01  3.4841299e-01  2.9133970e-01  2.8718859e-01
  2.5177157e-01  1.7759512e-01  2.4671140e-01  2.0070514e-01
  2.4873705e-01  3.4320158e-01  2.4652751e-01  3.3756635e-01
  2.6701877e-01  2.3185526e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\D\TRAADLH12903CA70EE.h5,SONYRZV12AB018AF70,,The Suicide Machines,Burning In The Aftermath,A Match & Some Gasoline,The Suicide Machines Burning In The Aftermath A Match & Some Gasoline,The Suicide Machines,"[ 95.68608    115.887       -2.022        2.           1.
   4.          54.275272    60.075092    25.899837    -4.9369082
 -18.225471   -22.237955   -14.389204    -0.5474401    4.4971657
   6.8202324    1.4938239    2.3770633    2.8095322   22.97933
  19.968296    34.156784    18.620657    17.484253    17.04579
  15.6494055   12.156053    10.686549    13.350452    10.777603
   0.48055634   0.57367253   0.63389087   0.5506373    0.5975317
   0.37696832   0.3759683    0.4391021    0.49552464   0.5636056
   0.43002114   0.46284506   0.23655917   0.25728837   0.3126992
   0.26907122   0.26498052   0.17117947   0.17967871   0.22834557
   0.2583869    0.28011566   0.21297555   0.24406214]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\D\TRAADLN128F14832E9.h5,SONQBUB12A6D4F8ED0,,The Rolling Stones,Angie (1993 Digital Remaster),Jump Back - The Best Of The Rolling Stones_ '71-'93,The Rolling Stones Angie (1993 Digital Remaster) Jump Back - The Best Of The Rolling Stones_ '71-'93,The Rolling Stones,"[ 2.7149017e+02  1.3933299e+02 -1.0358000e+01  9.0000000e+00
  0.0000000e+00  1.0000000e+00  4.2524647e+01 -5.4697990e-01
  1.6203907e+01 -8.2393742e-01 -6.6083894e+00 -4.3737464e+00
 -7.6289067e+00 -5.3377452e+00  1.5360659e+01  2.1595206e+00
 -6.9300711e-01  5.4858522e+00  5.9764147e+00  3.7261024e+01
  3.2736141e+01  2.9871456e+01  2.2624191e+01  2.5649832e+01
  2.3365669e+01  1.8938995e+01  1.5236607e+01  1.5653130e+01
  1.4710672e+01  1.8639797e+01  3.6311454e-01  1.9436127e-01
  3.4119952e-01  1.7902361e-01  3.7791735e-01  2.7436009e-01
  2.5138253e-01  3.5259742e-01  1.8707438e-01  3.6227980e-01
  1.2572256e-01  2.4884297e-01  3.4487268e-01  1.9869120e-01
  3.2700667e-01  1.7304218e-01  3.3932507e-01  2.8461626e-01
  2.1150370e-01  3.5113990e-01  1.9011894e-01  3.5662049e-01
  1.4780542e-01  2.4337594e-01]"
